id,date,day ,date2,datetime,hour,cash_type,card,money,coffee_name
794,16-06-2024,Sunday,Jun,00:38.2,11:00:38,card,ANON-0000-0000-0303,37.72,Hot Chocolate
795,16-06-2024,Sunday,Jun,01:41.5,11:01:41,card,ANON-0000-0000-0303,37.72,Hot Chocolate
796,16-06-2024,Sunday,Jun,49:27.6,12:49:28,card,ANON-0000-0000-0276,32.82,Americano with Milk
797,16-06-2024,Sunday,Jun,00:39.0,14:00:39,card,ANON-0000-0000-0274,23.02,Espresso
798,16-06-2024,Sunday,Jun,02:36.3,15:02:36,card,ANON-0000-0000-0304,32.82,Americano with Milk
799,16-06-2024,Sunday,Jun,05:10.4,15:05:10,card,ANON-0000-0000-0304,32.82,Americano with Milk
800,16-06-2024,Sunday,Jun,43:59.6,15:44:00,card,ANON-0000-0000-0305,37.72,Hot Chocolate
801,16-06-2024,Sunday,Jun,47:36.5,16:47:37,card,ANON-0000-0000-0306,37.72,Hot Chocolate
802,16-06-2024,Sunday,Jun,45:17.3,17:45:17,card,ANON-0000-0000-0059,32.82,Americano with Milk
803,16-06-2024,Sunday,Jun,46:16.6,17:46:17,card,ANON-0000-0000-0059,32.82,Americano with Milk
804,17-06-2024,Monday,Jun,57:24.0,08:57:24,card,ANON-0000-0000-0307,27.92,Americano
805,17-06-2024,Monday,Jun,12:05.1,10:12:05,card,ANON-0000-0000-0308,27.92,Cortado
806,17-06-2024,Monday,Jun,13:37.6,10:13:38,card,ANON-0000-0000-0308,27.92,Cortado
807,17-06-2024,Monday,Jun,55:51.6,10:55:52,card,ANON-0000-0000-0042,37.72,Cappuccino
808,17-06-2024,Monday,Jun,51:35.4,14:51:35,card,ANON-0000-0000-0164,37.72,Cappuccino
809,17-06-2024,Monday,Jun,50:13.4,16:50:13,card,ANON-0000-0000-0012,37.72,Cappuccino
810,17-06-2024,Monday,Jun,51:11.0,16:51:11,card,ANON-0000-0000-0012,37.72,Cappuccino
811,17-06-2024,Monday,Jun,52:36.3,16:52:36,card,ANON-0000-0000-0012,27.92,Americano
812,17-06-2024,Monday,Jun,51:19.6,18:51:20,card,ANON-0000-0000-0309,27.92,Americano
813,17-06-2024,Monday,Jun,16:11.5,21:16:11,card,ANON-0000-0000-0009,32.82,Americano with Milk
814,18-06-2024,Tuesday,Jun,04:06.1,14:04:06,card,ANON-0000-0000-0299,27.92,Americano
815,18-06-2024,Tuesday,Jun,05:12.3,14:05:12,card,ANON-0000-0000-0299,37.72,Cappuccino
816,18-06-2024,Tuesday,Jun,20:40.6,19:20:41,card,ANON-0000-0000-0154,37.72,Cappuccino
817,18-06-2024,Tuesday,Jun,21:38.9,19:21:39,card,ANON-0000-0000-0154,37.72,Cappuccino
818,18-06-2024,Tuesday,Jun,35:49.5,20:35:49,card,ANON-0000-0000-0310,27.92,Cortado
819,18-06-2024,Tuesday,Jun,20:49.5,21:20:50,card,ANON-0000-0000-0012,32.82,Americano with Milk
820,18-06-2024,Tuesday,Jun,22:18.5,21:22:19,card,ANON-0000-0000-0012,32.82,Americano with Milk
821,19-06-2024,Wednesday,Jun,47:19.8,07:47:20,card,ANON-0000-0000-0311,37.72,Latte
822,19-06-2024,Wednesday,Jun,17:54.5,08:17:55,card,ANON-0000-0000-0141,27.92,Cortado
823,19-06-2024,Wednesday,Jun,54:00.5,10:54:00,card,ANON-0000-0000-0312,27.92,Americano
824,19-06-2024,Wednesday,Jun,11:27.8,11:11:28,card,ANON-0000-0000-0313,37.72,Latte
825,19-06-2024,Wednesday,Jun,12:31.4,11:12:31,card,ANON-0000-0000-0313,37.72,Cocoa
826,19-06-2024,Wednesday,Jun,21:36.3,14:21:36,card,ANON-0000-0000-0164,32.82,Americano with Milk
827,19-06-2024,Wednesday,Jun,28:43.4,18:28:43,card,ANON-0000-0000-0153,37.72,Cappuccino
828,19-06-2024,Wednesday,Jun,29:59.0,18:29:59,card,ANON-0000-0000-0153,37.72,Latte
829,19-06-2024,Wednesday,Jun,31:31.3,19:31:31,card,ANON-0000-0000-0009,32.82,Americano with Milk
830,19-06-2024,Wednesday,Jun,28:59.5,21:28:59,card,ANON-0000-0000-0192,37.72,Cappuccino
831,19-06-2024,Wednesday,Jun,30:03.5,21:30:03,card,ANON-0000-0000-0192,32.82,Americano with Milk
832,20-06-2024,Thursday,Jun,50:06.5,10:50:06,card,ANON-0000-0000-0097,37.72,Latte
833,20-06-2024,Thursday,Jun,59:02.1,18:59:02,card,ANON-0000-0000-0314,37.72,Latte
834,20-06-2024,Thursday,Jun,00:00.2,19:00:00,card,ANON-0000-0000-0314,37.72,Latte
835,20-06-2024,Thursday,Jun,39:10.0,21:39:10,card,ANON-0000-0000-0257,37.72,Latte
836,20-06-2024,Thursday,Jun,57:40.6,21:57:41,card,ANON-0000-0000-0009,37.72,Latte
837,20-06-2024,Thursday,Jun,59:17.6,21:59:18,card,ANON-0000-0000-0009,32.82,Americano with Milk
838,21-06-2024,Friday,Jun,59:55.9,09:59:56,card,ANON-0000-0000-0311,37.72,Latte
839,21-06-2024,Friday,Jun,01:40.2,10:01:40,card,ANON-0000-0000-0315,27.92,Americano
840,21-06-2024,Friday,Jun,19:19.4,13:19:19,card,ANON-0000-0000-0012,32.82,Americano with Milk
841,21-06-2024,Friday,Jun,20:31.5,13:20:32,card,ANON-0000-0000-0012,32.82,Americano with Milk
842,21-06-2024,Friday,Jun,12:16.1,18:12:16,card,ANON-0000-0000-0316,23.02,Espresso
843,21-06-2024,Friday,Jun,30:26.7,19:30:27,card,ANON-0000-0000-0009,37.72,Latte
844,21-06-2024,Friday,Jun,47:06.2,19:47:06,card,ANON-0000-0000-0154,37.72,Cappuccino
845,21-06-2024,Friday,Jun,48:06.7,19:48:07,card,ANON-0000-0000-0154,37.72,Cappuccino
846,21-06-2024,Friday,Jun,49:54.5,19:49:55,card,ANON-0000-0000-0180,37.72,Cappuccino
847,21-06-2024,Friday,Jun,51:00.2,19:51:00,card,ANON-0000-0000-0180,37.72,Cappuccino
848,21-06-2024,Friday,Jun,52:18.8,19:52:19,card,ANON-0000-0000-0180,27.92,Americano
849,21-06-2024,Friday,Jun,55:37.1,19:55:37,card,ANON-0000-0000-0311,32.82,Americano with Milk
850,22-06-2024,Saturday,Jun,39:50.3,08:39:50,card,ANON-0000-0000-0141,27.92,Cortado
851,22-06-2024,Saturday,Jun,37:48.8,09:37:49,card,ANON-0000-0000-0311,32.82,Americano with Milk
852,22-06-2024,Saturday,Jun,53:15.5,12:53:16,card,ANON-0000-0000-0317,32.82,Americano with Milk
853,22-06-2024,Saturday,Jun,37:20.1,15:37:20,card,ANON-0000-0000-0009,37.72,Latte
854,22-06-2024,Saturday,Jun,10:23.0,22:10:23,card,ANON-0000-0000-0318,37.72,Cappuccino
855,23-06-2024,Sunday,Jun,12:01.4,18:12:01,card,ANON-0000-0000-0012,32.82,Americano with Milk
856,23-06-2024,Sunday,Jun,13:50.6,18:13:51,card,ANON-0000-0000-0012,32.82,Americano with Milk
857,23-06-2024,Sunday,Jun,06:47.0,21:06:47,card,ANON-0000-0000-0319,37.72,Cappuccino
858,23-06-2024,Sunday,Jun,29:07.8,21:29:08,card,ANON-0000-0000-0320,37.72,Latte
859,23-06-2024,Sunday,Jun,30:36.4,21:30:36,card,ANON-0000-0000-0320,37.72,Cappuccino
860,24-06-2024,Monday,Jun,44:39.9,11:44:40,card,ANON-0000-0000-0164,32.82,Americano with Milk
861,24-06-2024,Monday,Jun,49:36.0,11:49:36,card,ANON-0000-0000-0180,37.72,Cappuccino
862,24-06-2024,Monday,Jun,50:44.1,11:50:44,card,ANON-0000-0000-0180,37.72,Cappuccino
863,24-06-2024,Monday,Jun,02:29.0,15:02:29,card,ANON-0000-0000-0321,37.72,Latte
864,24-06-2024,Monday,Jun,46:00.6,16:46:01,card,ANON-0000-0000-0203,37.72,Cappuccino
865,24-06-2024,Monday,Jun,47:00.4,16:47:00,card,ANON-0000-0000-0203,37.72,Cappuccino
866,25-06-2024,Tuesday,Jun,19:24.2,08:19:24,card,ANON-0000-0000-0322,37.72,Latte
867,25-06-2024,Tuesday,Jun,28:26.4,10:28:26,card,ANON-0000-0000-0012,32.82,Americano with Milk
868,25-06-2024,Tuesday,Jun,29:42.4,10:29:42,card,ANON-0000-0000-0040,32.82,Americano with Milk
869,25-06-2024,Tuesday,Jun,34:52.3,11:34:52,card,ANON-0000-0000-0203,37.72,Cappuccino
870,26-06-2024,Wednesday,Jun,33:01.7,09:33:02,card,ANON-0000-0000-0323,37.72,Latte
871,26-06-2024,Wednesday,Jun,32:29.5,16:32:29,card,ANON-0000-0000-0324,23.02,Espresso
872,26-06-2024,Wednesday,Jun,34:01.6,16:34:02,card,ANON-0000-0000-0325,27.92,Americano
873,26-06-2024,Wednesday,Jun,21:53.3,21:21:53,card,ANON-0000-0000-0009,37.72,Latte
874,26-06-2024,Wednesday,Jun,27:00.8,21:27:01,card,ANON-0000-0000-0009,37.72,Cappuccino
875,26-06-2024,Wednesday,Jun,28:14.6,21:28:15,card,ANON-0000-0000-0206,32.82,Americano with Milk
876,27-06-2024,Thursday,Jun,15:43.2,09:15:43,card,ANON-0000-0000-0326,32.82,Americano with Milk
877,27-06-2024,Thursday,Jun,11:48.0,16:11:48,card,ANON-0000-0000-0327,27.92,Cortado
878,27-06-2024,Thursday,Jun,44:03.4,21:44:03,card,ANON-0000-0000-0328,32.82,Americano with Milk
879,27-06-2024,Thursday,Jun,50:31.6,21:50:32,card,ANON-0000-0000-0329,37.72,Cappuccino
880,28-06-2024,Friday,Jun,08:35.0,08:08:35,card,ANON-0000-0000-0141,27.92,Cortado
881,28-06-2024,Friday,Jun,51:54.0,17:51:54,card,ANON-0000-0000-0274,23.02,Espresso
882,28-06-2024,Friday,Jun,50:55.4,21:50:55,card,ANON-0000-0000-0330,32.82,Americano with Milk
883,28-06-2024,Friday,Jun,52:01.9,21:52:02,card,ANON-0000-0000-0331,37.72,Latte
884,28-06-2024,Friday,Jun,28:20.0,22:28:20,card,ANON-0000-0000-0332,37.72,Cappuccino
885,29-06-2024,Saturday,Jun,47:10.3,09:47:10,card,ANON-0000-0000-0097,32.82,Americano with Milk
886,29-06-2024,Saturday,Jun,40:19.6,11:40:20,card,ANON-0000-0000-0333,32.82,Americano with Milk
887,29-06-2024,Saturday,Jun,41:26.6,11:41:27,card,ANON-0000-0000-0333,32.82,Americano with Milk
888,29-06-2024,Saturday,Jun,30:24.4,12:30:24,card,ANON-0000-0000-0334,37.72,Cappuccino
889,29-06-2024,Saturday,Jun,31:42.6,12:31:43,card,ANON-0000-0000-0334,37.72,Cappuccino
890,29-06-2024,Saturday,Jun,23:43.6,17:23:44,card,ANON-0000-0000-0335,37.72,Cappuccino
891,29-06-2024,Saturday,Jun,24:52.4,17:24:52,card,ANON-0000-0000-0335,37.72,Hot Chocolate
892,29-06-2024,Saturday,Jun,27:22.4,21:27:22,card,ANON-0000-0000-0009,37.72,Latte
893,30-06-2024,Sunday,Jun,28:09.8,10:28:10,card,ANON-0000-0000-0336,37.72,Latte
894,30-06-2024,Sunday,Jun,05:50.6,13:05:51,card,ANON-0000-0000-0337,23.02,Espresso
895,30-06-2024,Sunday,Jun,54:41.7,16:54:42,card,ANON-0000-0000-0009,37.72,Hot Chocolate
896,30-06-2024,Sunday,Jun,04:09.7,21:04:10,card,ANON-0000-0000-0097,32.82,Americano with Milk
897,01-07-2024,Monday,Jul,07:26.8,18:07:27,card,ANON-0000-0000-0012,23.02,Espresso
898,01-07-2024,Monday,Jul,56:51.8,18:56:52,card,ANON-0000-0000-0338,37.72,Cappuccino
899,01-07-2024,Monday,Jul,57:54.3,18:57:54,card,ANON-0000-0000-0339,37.72,Cappuccino
900,02-07-2024,Tuesday,Jul,42:54.1,10:42:54,card,ANON-0000-0000-0304,32.82,Americano with Milk
901,02-07-2024,Tuesday,Jul,45:00.6,10:45:01,card,ANON-0000-0000-0304,27.92,Americano
902,02-07-2024,Tuesday,Jul,48:05.2,12:48:05,card,ANON-0000-0000-0019,37.72,Latte
903,02-07-2024,Tuesday,Jul,03:13.2,14:03:13,card,ANON-0000-0000-0340,27.92,Americano
904,02-07-2024,Tuesday,Jul,31:24.3,16:31:24,card,ANON-0000-0000-0341,32.82,Americano with Milk
905,02-07-2024,Tuesday,Jul,02:23.6,22:02:24,card,ANON-0000-0000-0329,32.82,Americano with Milk
906,03-07-2024,Wednesday,Jul,51:14.9,13:51:15,card,ANON-0000-0000-0012,32.82,Americano with Milk
907,03-07-2024,Wednesday,Jul,01:16.6,16:01:17,card,ANON-0000-0000-0342,37.72,Cappuccino
908,03-07-2024,Wednesday,Jul,50:25.2,16:50:25,card,ANON-0000-0000-0343,37.72,Cappuccino
909,03-07-2024,Wednesday,Jul,53:15.6,16:53:16,card,ANON-0000-0000-0270,32.82,Americano with Milk
910,03-07-2024,Wednesday,Jul,54:22.9,16:54:23,card,ANON-0000-0000-0344,32.82,Americano with Milk
911,03-07-2024,Wednesday,Jul,55:31.4,16:55:31,card,ANON-0000-0000-0270,37.72,Latte
912,03-07-2024,Wednesday,Jul,59:25.6,16:59:26,card,ANON-0000-0000-0345,23.02,Espresso
913,03-07-2024,Wednesday,Jul,59:01.8,17:59:02,card,ANON-0000-0000-0346,37.72,Cappuccino
914,03-07-2024,Wednesday,Jul,06:09.1,19:06:09,card,ANON-0000-0000-0009,37.72,Latte
915,04-07-2024,Thursday,Jul,26:23.7,10:26:24,card,ANON-0000-0000-0143,32.82,Americano with Milk
916,04-07-2024,Thursday,Jul,27:30.3,10:27:30,card,ANON-0000-0000-0012,27.92,Americano
917,05-07-2024,Friday,Jul,20:28.7,12:20:29,card,ANON-0000-0000-0058,37.72,Cocoa
918,05-07-2024,Friday,Jul,43:43.1,13:43:43,card,ANON-0000-0000-0040,32.82,Americano with Milk
919,05-07-2024,Friday,Jul,44:43.8,13:44:44,card,ANON-0000-0000-0347,32.82,Americano with Milk
920,05-07-2024,Friday,Jul,55:56.3,18:55:56,card,ANON-0000-0000-0348,23.02,Espresso
921,05-07-2024,Friday,Jul,55:07.8,19:55:08,card,ANON-0000-0000-0099,27.92,Americano
922,05-07-2024,Friday,Jul,11:56.5,22:11:56,card,ANON-0000-0000-0349,23.02,Espresso
923,05-07-2024,Friday,Jul,18:03.3,22:18:03,card,ANON-0000-0000-0350,27.92,Americano
924,05-07-2024,Friday,Jul,18:56.9,22:18:57,card,ANON-0000-0000-0350,27.92,Americano
925,05-07-2024,Friday,Jul,20:01.1,22:20:01,card,ANON-0000-0000-0351,37.72,Cappuccino
926,05-07-2024,Friday,Jul,21:09.5,22:21:09,card,ANON-0000-0000-0351,32.82,Americano with Milk
927,06-07-2024,Saturday,Jul,28:06.8,10:28:07,card,ANON-0000-0000-0352,37.72,Latte
928,06-07-2024,Saturday,Jul,15:46.0,17:15:46,card,ANON-0000-0000-0009,32.82,Latte
929,06-07-2024,Saturday,Jul,17:01.0,17:17:01,card,ANON-0000-0000-0009,32.82,Latte
930,06-07-2024,Saturday,Jul,09:46.1,19:09:46,card,ANON-0000-0000-0012,32.82,Latte
931,06-07-2024,Saturday,Jul,10:39.6,19:10:40,card,ANON-0000-0000-0012,27.92,Americano with Milk
932,07-07-2024,Sunday,Jul,04:20.2,09:04:20,card,ANON-0000-0000-0303,32.82,Cappuccino
933,07-07-2024,Sunday,Jul,14:29.2,09:14:29,card,ANON-0000-0000-0353,27.92,Americano with Milk
934,07-07-2024,Sunday,Jul,15:36.8,09:15:37,card,ANON-0000-0000-0353,27.92,Americano with Milk
935,07-07-2024,Sunday,Jul,28:48.9,09:28:49,card,ANON-0000-0000-0354,32.82,Cappuccino
936,07-07-2024,Sunday,Jul,29:56.2,09:29:56,card,ANON-0000-0000-0354,32.82,Cappuccino
937,07-07-2024,Sunday,Jul,56:30.2,14:56:30,card,ANON-0000-0000-0355,32.82,Hot Chocolate
938,07-07-2024,Sunday,Jul,57:47.4,14:57:47,card,ANON-0000-0000-0355,32.82,Cocoa
939,07-07-2024,Sunday,Jul,07:50.3,17:07:50,card,ANON-0000-0000-0356,32.82,Latte
940,07-07-2024,Sunday,Jul,33:27.2,19:33:27,card,ANON-0000-0000-0357,32.82,Cappuccino
941,07-07-2024,Sunday,Jul,01:31.7,20:01:32,card,ANON-0000-0000-0358,32.82,Hot Chocolate
942,07-07-2024,Sunday,Jul,33:36.3,22:33:36,card,ANON-0000-0000-0359,27.92,Americano with Milk
943,08-07-2024,Monday,Jul,33:07.7,07:33:08,card,ANON-0000-0000-0360,32.82,Latte
944,08-07-2024,Monday,Jul,02:50.4,12:02:50,card,ANON-0000-0000-0361,23.02,Americano
945,08-07-2024,Monday,Jul,40:24.3,14:40:24,card,ANON-0000-0000-0362,23.02,Americano
946,08-07-2024,Monday,Jul,30:35.0,19:30:35,card,ANON-0000-0000-0363,27.92,Americano with Milk
947,08-07-2024,Monday,Jul,14:46.2,22:14:46,card,ANON-0000-0000-0019,32.82,Latte
948,09-07-2024,Tuesday,Jul,26:52.1,10:26:52,card,ANON-0000-0000-0333,27.92,Americano with Milk
949,09-07-2024,Tuesday,Jul,40:28.8,10:40:29,card,ANON-0000-0000-0276,27.92,Americano with Milk
950,09-07-2024,Tuesday,Jul,21:36.1,11:21:36,card,ANON-0000-0000-0194,27.92,Americano with Milk
951,09-07-2024,Tuesday,Jul,22:49.9,11:22:50,card,ANON-0000-0000-0194,32.82,Cappuccino
952,09-07-2024,Tuesday,Jul,42:59.5,16:43:00,card,ANON-0000-0000-0364,27.92,Americano with Milk
953,10-07-2024,Wednesday,Jul,10:41.7,11:10:42,card,ANON-0000-0000-0365,23.02,Americano
954,10-07-2024,Wednesday,Jul,28:53.7,12:28:54,card,ANON-0000-0000-0366,27.92,Americano with Milk
955,10-07-2024,Wednesday,Jul,13:10.0,22:13:10,card,ANON-0000-0000-0328,32.82,Latte
956,11-07-2024,Thursday,Jul,27:27.6,11:27:28,card,ANON-0000-0000-0367,32.82,Hot Chocolate
957,11-07-2024,Thursday,Jul,48:18.7,16:48:19,card,ANON-0000-0000-0368,27.92,Americano with Milk
958,11-07-2024,Thursday,Jul,22:13.6,22:22:14,card,ANON-0000-0000-0369,32.82,Latte
959,11-07-2024,Thursday,Jul,30:58.5,22:30:59,card,ANON-0000-0000-0370,23.02,Americano
960,12-07-2024,Friday,Jul,03:17.5,08:03:17,card,ANON-0000-0000-0371,23.02,Cortado
961,12-07-2024,Friday,Jul,48:33.4,11:48:33,card,ANON-0000-0000-0372,32.82,Hot Chocolate
962,12-07-2024,Friday,Jul,33:25.6,22:33:26,card,ANON-0000-0000-0178,32.82,Hot Chocolate
963,12-07-2024,Friday,Jul,34:14.3,22:34:14,card,ANON-0000-0000-0177,32.82,Hot Chocolate
964,12-07-2024,Friday,Jul,35:29.5,22:35:30,card,ANON-0000-0000-0179,32.82,Hot Chocolate
965,13-07-2024,Saturday,Jul,38:10.3,10:38:10,card,ANON-0000-0000-0365,32.82,Latte
966,13-07-2024,Saturday,Jul,41:38.1,11:41:38,card,ANON-0000-0000-0365,32.82,Latte
967,14-07-2024,Sunday,Jul,54:24.3,10:54:24,card,ANON-0000-0000-0373,23.02,Americano
968,14-07-2024,Sunday,Jul,55:30.5,10:55:31,card,ANON-0000-0000-0373,27.92,Americano with Milk
969,14-07-2024,Sunday,Jul,56:30.3,10:56:30,card,ANON-0000-0000-0373,32.82,Cappuccino
970,14-07-2024,Sunday,Jul,57:54.1,10:57:54,card,ANON-0000-0000-0374,32.82,Latte
971,14-07-2024,Sunday,Jul,02:11.8,11:02:12,card,ANON-0000-0000-0375,23.02,Americano
972,14-07-2024,Sunday,Jul,31:30.0,22:31:30,card,ANON-0000-0000-0376,32.82,Latte
973,15-07-2024,Monday,Jul,33:05.6,07:33:06,card,ANON-0000-0000-0377,32.82,Cappuccino
974,16-07-2024,Tuesday,Jul,23:37.5,12:23:37,card,ANON-0000-0000-0378,27.92,Americano with Milk
975,16-07-2024,Tuesday,Jul,29:25.5,19:29:25,card,ANON-0000-0000-0367,32.82,Hot Chocolate
976,17-07-2024,Wednesday,Jul,04:59.7,13:05:00,card,ANON-0000-0000-0379,27.92,Americano with Milk
977,18-07-2024,Thursday,Jul,10:13.4,11:10:13,card,ANON-0000-0000-0380,27.92,Americano with Milk
978,18-07-2024,Thursday,Jul,11:23.4,11:11:23,card,ANON-0000-0000-0381,18.12,Espresso
979,18-07-2024,Thursday,Jul,32:59.6,11:33:00,card,ANON-0000-0000-0059,23.02,Americano
980,18-07-2024,Thursday,Jul,34:48.4,11:34:48,card,ANON-0000-0000-0059,23.02,Americano
981,18-07-2024,Thursday,Jul,35:51.5,11:35:52,card,ANON-0000-0000-0059,23.02,Cortado
982,18-07-2024,Thursday,Jul,23:33.8,13:23:34,card,ANON-0000-0000-0375,32.82,Latte
983,18-07-2024,Thursday,Jul,18:23.4,18:18:23,card,ANON-0000-0000-0382,32.82,Cappuccino
984,18-07-2024,Thursday,Jul,30:50.6,19:30:51,card,ANON-0000-0000-0009,32.82,Latte
985,18-07-2024,Thursday,Jul,19:41.8,21:19:42,card,ANON-0000-0000-0383,32.82,Hot Chocolate
986,18-07-2024,Thursday,Jul,21:59.9,21:22:00,card,ANON-0000-0000-0383,32.82,Latte
987,18-07-2024,Thursday,Jul,46:18.7,21:46:19,card,ANON-0000-0000-0384,32.82,Latte
988,19-07-2024,Friday,Jul,03:02.3,11:03:02,card,ANON-0000-0000-0375,23.02,Americano
989,19-07-2024,Friday,Jul,16:20.5,11:16:21,card,ANON-0000-0000-0385,27.92,Americano with Milk
990,19-07-2024,Friday,Jul,58:37.6,12:58:38,card,ANON-0000-0000-0386,32.82,Latte
991,19-07-2024,Friday,Jul,59:55.4,12:59:55,card,ANON-0000-0000-0386,27.92,Americano with Milk
992,19-07-2024,Friday,Jul,09:20.7,14:09:21,card,ANON-0000-0000-0384,32.82,Latte
993,19-07-2024,Friday,Jul,11:22.1,14:11:22,card,ANON-0000-0000-0384,32.82,Cocoa
994,19-07-2024,Friday,Jul,36:19.3,16:36:19,card,ANON-0000-0000-0384,32.82,Latte
995,19-07-2024,Friday,Jul,37:35.8,16:37:36,card,ANON-0000-0000-0384,32.82,Latte
996,20-07-2024,Saturday,Jul,05:44.5,08:05:44,card,ANON-0000-0000-0387,23.02,Americano
997,20-07-2024,Saturday,Jul,06:48.7,08:06:49,card,ANON-0000-0000-0387,32.82,Latte
998,20-07-2024,Saturday,Jul,07:51.4,08:07:51,card,ANON-0000-0000-0387,23.02,Americano
999,20-07-2024,Saturday,Jul,00:53.6,09:00:54,card,ANON-0000-0000-0388,32.82,Latte
1000,20-07-2024,Saturday,Jul,02:27.8,09:02:28,card,ANON-0000-0000-0389,32.82,Latte
1001,20-07-2024,Saturday,Jul,39:21.0,10:39:21,card,ANON-0000-0000-0390,23.02,Americano
1002,20-07-2024,Saturday,Jul,15:09.2,15:15:09,card,ANON-0000-0000-0391,32.82,Latte
1003,21-07-2024,Sunday,Jul,30:55.8,10:30:56,card,ANON-0000-0000-0367,32.82,Cocoa
1004,21-07-2024,Sunday,Jul,39:28.8,11:39:29,card,ANON-0000-0000-0392,32.82,Cappuccino
1005,21-07-2024,Sunday,Jul,34:30.8,13:34:31,card,ANON-0000-0000-0393,23.02,Cortado
1006,21-07-2024,Sunday,Jul,42:31.4,13:42:31,card,ANON-0000-0000-0394,32.82,Latte
1007,22-07-2024,Monday,Jul,13:23.1,08:13:23,card,ANON-0000-0000-0375,23.02,Americano
1008,22-07-2024,Monday,Jul,40:49.6,08:40:50,card,ANON-0000-0000-0395,23.02,Americano
1009,22-07-2024,Monday,Jul,15:37.3,10:15:37,card,ANON-0000-0000-0385,27.92,Americano with Milk
1010,22-07-2024,Monday,Jul,44:37.6,16:44:38,card,ANON-0000-0000-0396,32.82,Latte
1011,23-07-2024,Tuesday,Jul,12:56.2,08:12:56,card,ANON-0000-0000-0197,32.82,Latte
1012,23-07-2024,Tuesday,Jul,40:19.0,08:40:19,card,ANON-0000-0000-0395,23.02,Americano
1013,23-07-2024,Tuesday,Jul,44:53.8,08:44:54,card,ANON-0000-0000-0397,27.92,Americano with Milk
1014,23-07-2024,Tuesday,Jul,49:25.1,08:49:25,card,ANON-0000-0000-0398,32.82,Cocoa
1015,23-07-2024,Tuesday,Jul,51:10.4,08:51:10,card,ANON-0000-0000-0399,32.82,Latte
1016,23-07-2024,Tuesday,Jul,01:45.7,09:01:46,card,ANON-0000-0000-0375,23.02,Americano
1017,23-07-2024,Tuesday,Jul,03:36.5,10:03:36,card,ANON-0000-0000-0400,27.92,Americano with Milk
1018,23-07-2024,Tuesday,Jul,20:05.0,15:20:05,card,ANON-0000-0000-0401,27.92,Americano with Milk
1019,23-07-2024,Tuesday,Jul,21:01.3,15:21:01,card,ANON-0000-0000-0401,32.82,Latte
1020,23-07-2024,Tuesday,Jul,01:40.6,21:01:41,card,ANON-0000-0000-0009,32.82,Latte
1021,23-07-2024,Tuesday,Jul,23:13.5,21:23:14,card,ANON-0000-0000-0012,23.02,Americano
1022,23-07-2024,Tuesday,Jul,24:22.6,21:24:23,card,ANON-0000-0000-0012,23.02,Americano
1023,24-07-2024,Wednesday,Jul,16:09.8,09:16:10,card,ANON-0000-0000-0097,27.92,Americano with Milk
1024,24-07-2024,Wednesday,Jul,38:55.0,09:38:55,card,ANON-0000-0000-0385,27.92,Americano with Milk
1025,24-07-2024,Wednesday,Jul,54:37.5,09:54:37,card,ANON-0000-0000-0402,18.12,Espresso
1026,24-07-2024,Wednesday,Jul,43:53.1,11:43:53,card,ANON-0000-0000-0379,32.82,Cappuccino
1027,24-07-2024,Wednesday,Jul,55:13.8,13:55:14,card,ANON-0000-0000-0399,32.82,Latte
1028,24-07-2024,Wednesday,Jul,45:49.8,14:45:50,card,ANON-0000-0000-0012,18.12,Espresso
1029,24-07-2024,Wednesday,Jul,18:30.5,15:18:31,card,ANON-0000-0000-0009,32.82,Latte
1030,24-07-2024,Wednesday,Jul,15:05.7,19:15:06,card,ANON-0000-0000-0205,32.82,Cappuccino
1031,24-07-2024,Wednesday,Jul,16:59.8,19:17:00,card,ANON-0000-0000-0205,32.82,Cappuccino
1032,24-07-2024,Wednesday,Jul,17:36.8,21:17:37,card,ANON-0000-0000-0040,27.92,Americano with Milk
1033,24-07-2024,Wednesday,Jul,18:41.3,21:18:41,card,ANON-0000-0000-0040,23.02,Americano
1034,24-07-2024,Wednesday,Jul,25:17.5,21:25:17,card,ANON-0000-0000-0012,23.02,Americano
1035,25-07-2024,Thursday,Jul,54:47.9,07:54:48,card,ANON-0000-0000-0012,23.02,Americano
1036,25-07-2024,Thursday,Jul,49:18.4,08:49:18,card,ANON-0000-0000-0399,32.82,Latte
1037,25-07-2024,Thursday,Jul,29:44.6,10:29:45,card,ANON-0000-0000-0385,27.92,Americano with Milk
1038,25-07-2024,Thursday,Jul,26:04.7,11:26:05,card,ANON-0000-0000-0375,23.02,Americano
1039,25-07-2024,Thursday,Jul,25:06.5,15:25:07,card,ANON-0000-0000-0403,32.82,Cappuccino
1040,25-07-2024,Thursday,Jul,21:00.8,19:21:01,card,ANON-0000-0000-0257,32.82,Cappuccino
1041,25-07-2024,Thursday,Jul,06:01.3,21:06:01,card,ANON-0000-0000-0404,23.02,Cortado
1042,25-07-2024,Thursday,Jul,06:50.0,21:06:50,card,ANON-0000-0000-0404,18.12,Espresso
1043,25-07-2024,Thursday,Jul,38:51.3,22:38:51,card,ANON-0000-0000-0328,23.02,Cortado
1044,25-07-2024,Thursday,Jul,39:46.8,22:39:47,card,ANON-0000-0000-0405,32.82,Cocoa
1045,26-07-2024,Friday,Jul,33:01.3,08:33:01,card,ANON-0000-0000-0406,32.82,Latte
